t,h
-0.699951171875,-3.6213773309125354e-22
-0.69989013671875,1.046413010271289e-22
-0.6998291015625,1.553750366495395e-22
-0.69976806640625,1.5933241380533063e-22
-0.69970703125,-2.4342304993716662e-23
-0.69964599609375,3.5506678150449825e-23
-0.6995849609375,-1.8952248442050717e-22
-0.69952392578125,-1.1652066475849243e-22
-0.699462890625,1.818354883122868e-22
-0.69940185546875,1.5367904301216538e-22
-0.6993408203125,-1.0443415019594258e-22
-0.69927978515625,1.7646273341575882e-22
-0.69921875,-2.505220001500255e-22
-0.69915771484375,2.6661625201861874e-22
-0.6990966796875,1.748100328288649e-22
-0.69903564453125,2.2363079797452887e-22
-0.698974609375,-6.993411482527997e-23
-0.69891357421875,-4.426246158434539e-22
-0.6988525390625,2.434909947119322e-22
-0.69879150390625,2.5653953880931826e-22
-0.69873046875,-3.606781789316141e-22
-0.69866943359375,-2.861943300322681e-22
-0.6986083984375,-2.4895382981573437e-22
-0.69854736328125,4.823487305741745e-22
-0.698486328125,-4.209881491263857e-23
-0.69842529296875,6.176005056804256e-23
-0.6983642578125,8.144497136759838e-23
-0.69830322265625,-8.561236831314896e-23
-0.6982421875,-1.5180223874165567e-22
-0.69818115234375,-1.7900454264956944e-22
-0.6981201171875,1.1340607509612273e-22
-0.69805908203125,-1.1419939590188132e-23
-0.697998046875,-4.1291570928374065e-22
-0.69793701171875,-3.300050437039626e-22
-0.6978759765625,-1.0045364394035052e-22
-0.69781494140625,7.188016346454929e-23
-0.69775390625,1.098630009179873e-22
-0.69769287109375,-5.611554569326443e-23
-0.6976318359375,1.9298717648725997e-22
-0.69757080078125,-1.1845821856177997e-22
-0.697509765625,1.6895408744715904e-22
-0.69744873046875,1.0408421342545781e-22
-0.6973876953125,-3.8035528481834824e-22
-0.69732666015625,-1.4647696037435693e-22
-0.697265625,1.8812839146165982e-22
-0.69720458984375,-9.87819456448731e-23
-0.6971435546875,4.376708268191773e-23
-0.69708251953125,-9.13686175539446e-24
-0.697021484375,-9.271585304156442e-23
-0.69696044921875,-5.8727827102662e-23
-0.6968994140625,-4.153958196081677e-23
-0.69683837890625,-2.255272232298449e-22
-0.69677734375,-6.477280564962932e-22
-0.69671630859375,5.7701865590883234e-24
-0.6966552734375,-2.137209265632517e-22
-0.69659423828125,-2.785333061884909e-22
-0.696533203125,-1.804773603653649e-22
-0.69647216796875,-3.3427246680745507e-22
-0.6964111328125,-4.4803377982778e-23
-0.69635009765625,2.3794604331393877e-23
-0.6962890625,-3.7193208790700924e-25
-0.69622802734375,2.2017988682685448e-22
-0.6961669921875,-4.743659089729296e-22
-0.69610595703125,3.1079961831773474e-23
-0.696044921875,1.6339945570340796e-23
-0.69598388671875,-8.243670862928153e-23
-0.6959228515625,-2.498506888178029e-22
-0.69586181640625,3.4982892943904953e-22
-0.69580078125,-6.980104864835708e-23
-0.69573974609375,-3.675377571989534e-22
-0.6956787109375,-3.080867901608785e-22
-0.69561767578125,-3.0048009338105116e-22
-0.695556640625,-2.032781897349552e-22
-0.69549560546875,1.4640690986782286e-22
-0.6954345703125,-6.930036019959881e-23
-0.69537353515625,-2.185229171725669e-22
-0.6953125,8.952800583034486e-23
-0.69525146484375,-1.7761119379164501e-22
-0.6951904296875,1.0824053688637919e-22
-0.69512939453125,2.4015295702789606e-22
-0.695068359375,1.566640268144119e-22
-0.69500732421875,9.119220364141816e-24
-0.6949462890625,1.4397739136112858e-22
-0.69488525390625,2.7195388326612844e-22
-0.69482421875,-4.230944371927959e-22
-0.69476318359375,1.0518774055740722e-22
-0.6947021484375,-1.8560018939115953e-22
-0.69464111328125,6.41962575634969e-23
-0.694580078125,-2.1214117643887855e-22
-0.69451904296875,-4.7579566089364766e-24
-0.6944580078125,-4.93989305156165e-22
-0.69439697265625,-9.736189832690616e-23
-0.6943359375,-3.023309451268895e-22
-0.69427490234375,4.72776986285444e-22
-0.6942138671875,2.270280110041368e-22
-0.69415283203125,-1.4304435422838914e-22
-0.694091796875,-2.071067324673222e-22
-0.69403076171875,4.950888510756393e-23
-0.6939697265625,4.693628847445817e-23
-0.69390869140625,-1.0385413505874215e-23
-0.69384765625,6.089550154786643e-23
-0.69378662109375,1.5372648213877004e-22
-0.6937255859375,-3.8622171877750163e-23
-0.69366455078125,3.7710110865637768e-22
-0.693603515625,-4.6740862739641124e-23
-0.69354248046875,7.825078702604921e-23
-0.6934814453125,-1.4305607896976358e-22
-0.69342041015625,-3.568783274515038e-23
-0.693359375,-1.0965950701075322e-22
-0.69329833984375,1.618261792463096e-22
-0.6932373046875,-4.367486339338378e-22
-0.69317626953125,1.4778669158788463e-22
-0.693115234375,-1.4952205133910792e-22
-0.69305419921875,-7.09384413204758e-23
-0.6929931640625,1.0849493999474618e-23
-0.69293212890625,1.1760582172603331e-22
-0.69287109375,-3.086701374429366e-22
-0.69281005859375,4.4638859108983484e-23
-0.6927490234375,1.4477884283448438e-22
-0.69268798828125,-1.686093563622488e-22
-0.692626953125,-7.571861804702767e-23
-0.69256591796875,-2.906682797614025e-22
-0.6925048828125,9.135442764847126e-23
-0.69244384765625,-1.817042096667582e-22
-0.6923828125,-2.808569083564639e-22
-0.69232177734375,-3.3205046046418504e-22
-0.6922607421875,2.814056249413221e-22
-0.69219970703125,4.63824441385645e-23
-0.692138671875,1.1430198938880552e-23
-0.69207763671875,6.293662723897856e-23
-0.6920166015625,-1.6046321310512933e-22
-0.69195556640625,1.0000986403678246e-22
-0.69189453125,-2.0921590317932846e-22
-0.69183349609375,-1.545561178311696e-22
-0.6917724609375,1.3176470965859141e-22
-0.69171142578125,-7.580663069129302e-23
-0.691650390625,1.1728629741927233e-22
-0.69158935546875,1.118838815379726e-22
-0.6915283203125,-1.573953312710428e-22
-0.69146728515625,-1.5027719687900603e-22
-0.69140625,2.127934452900394e-22
-0.69134521484375,-2.512140881633492e-22
-0.6912841796875,2.4019216788035067e-22
-0.69122314453125,-3.1369516566034584e-23
-0.691162109375,-5.564288000606556e-23
-0.69110107421875,-4.863264263470346e-22
-0.6910400390625,-3.84240169684316e-22
-0.69097900390625,2.764506708495441e-22
-0.69091796875,-4.186639387228973e-22
-0.69085693359375,1.9353121161273832e-22
-0.6907958984375,2.20318824061844e-22
-0.69073486328125,-2.962022130703671e-22
-0.690673828125,2.717883787122235e-22
-0.69061279296875,1.6250320596739616e-22
-0.6905517578125,5.669344690777182e-23
-0.69049072265625,2.3780980186587352e-23
-0.6904296875,-1.458335589297459e-22
-0.69036865234375,-6.207872995846676e-23
-0.6903076171875,-4.2122461697722875e-22
-0.69024658203125,4.3383827267618625e-23
-0.690185546875,-5.1686395022320495e-23
-0.69012451171875,3.93051455960122e-22
-0.6900634765625,-6.304850361399572e-22
-0.69000244140625,-3.7702372551155146e-23
-0.68994140625,4.0693757058181326e-22
-0.68988037109375,1.398836347747412e-24
-0.6898193359375,-3.824817517789275e-22
-0.68975830078125,7.450591699436478e-24
-0.689697265625,1.779023154260577e-22
-0.68963623046875,-2.3995182328060705e-22
-0.6895751953125,3.739158833029072e-23
-0.68951416015625,3.3176160081657553e-22
