t,h
-0.699951171875,-1.0276123040475373e-23
-0.69989013671875,-2.615047477596936e-23
-0.6998291015625,-1.4629149590953157e-23
-0.69976806640625,-3.162619191482295e-25
-0.69970703125,-8.626847755228016e-24
-0.69964599609375,-1.3440235751498536e-23
-0.6995849609375,-9.064141533917557e-24
-0.69952392578125,-2.0222407820805327e-23
-0.699462890625,-4.52794860834289e-24
-0.69940185546875,-5.155741451790208e-24
-0.6993408203125,-1.7143399779079877e-23
-0.69927978515625,-7.234510877647367e-24
-0.69921875,-1.4345168221497246e-23
-0.69915771484375,-1.4480550792760298e-23
-0.6990966796875,-1.525032480929193e-23
-0.69903564453125,-3.714026677160594e-24
-0.698974609375,-2.3802834063260594e-23
-0.69891357421875,-1.677443661740623e-23
-0.6988525390625,-1.6441684196041013e-23
-0.69879150390625,-1.5766998749989755e-23
-0.69873046875,-2.492553676913534e-23
-0.69866943359375,-7.702186132858967e-24
-0.6986083984375,-1.5440702600634278e-23
-0.69854736328125,-1.5473621779173022e-23
-0.698486328125,-2.53087172356034e-23
-0.69842529296875,-9.914535373321486e-24
-0.6983642578125,-2.1411362571485184e-23
-0.69830322265625,-2.1640171841388782e-23
-0.6982421875,-9.447918001828352e-24
-0.69818115234375,-7.381890214782099e-24
-0.6981201171875,-2.2772153919877904e-23
-0.69805908203125,7.280417399865744e-26
-0.697998046875,-2.123523792728131e-23
-0.69793701171875,-1.5206220547516798e-23
-0.6978759765625,-4.747152354749507e-24
-0.69781494140625,-1.545654766632692e-23
-0.69775390625,-1.8493296495069774e-23
-0.69769287109375,7.474743984298605e-24
-0.6976318359375,-1.1161997811406878e-24
-0.69757080078125,-5.3203233197380315e-24
-0.697509765625,-7.62976320135691e-24
-0.69744873046875,-2.0251684269710994e-23
-0.6973876953125,-2.596145483765237e-24
-0.69732666015625,-8.010816465930897e-24
-0.697265625,-7.703736588473435e-24
-0.69720458984375,-7.073288665354698e-24
-0.6971435546875,6.778672961456115e-25
-0.69708251953125,-2.572438480352244e-24
-0.697021484375,-5.624312734529117e-24
-0.69696044921875,3.2800210800215366e-24
-0.6968994140625,8.892444104724056e-24
-0.69683837890625,1.878749173299472e-24
-0.69677734375,1.0996689707881369e-23
-0.69671630859375,7.794309977182178e-24
-0.6966552734375,-4.523743832512186e-24
-0.69659423828125,6.1887851047511694e-24
-0.696533203125,2.5294469395783788e-24
-0.69647216796875,1.4388185093871867e-23
-0.6964111328125,1.5841891394883442e-23
-0.69635009765625,2.8331417852693482e-24
-0.6962890625,3.2403811278532903e-24
-0.69622802734375,1.3361874417610262e-23
-0.6961669921875,-3.2905267413805065e-24
-0.69610595703125,1.3773126138082763e-23
-0.696044921875,2.5406576733775594e-23
-0.69598388671875,1.4010035784604637e-23
-0.6959228515625,1.8698593249142338e-23
-0.69586181640625,-1.5313154599595743e-24
-0.69580078125,-1.2043750082284685e-24
-0.69573974609375,1.0182169951263079e-23
-0.6956787109375,6.321351013468771e-24
-0.69561767578125,1.532657097605273e-23
-0.695556640625,9.052697690413383e-24
-0.69549560546875,1.921326348978561e-23
-0.6954345703125,5.622935795394317e-24
-0.69537353515625,1.0799798851441655e-23
-0.6953125,1.3328757120241876e-23
-0.69525146484375,9.97317574402784e-24
-0.6951904296875,1.34846764409525e-23
-0.69512939453125,1.62809304827192e-23
-0.695068359375,3.9574263437677445e-23
-0.69500732421875,9.772156362566143e-24
-0.6949462890625,8.149647270255623e-24
-0.69488525390625,1.825147193263702e-24
-0.69482421875,2.0909193371088347e-23
-0.69476318359375,1.3344355801264143e-23
-0.6947021484375,1.098197755335706e-23
-0.69464111328125,4.842247762173182e-24
-0.694580078125,3.2765781844662298e-24
-0.69451904296875,2.070673365549748e-23
-0.6944580078125,1.7499469042494673e-23
-0.69439697265625,1.8970210435273556e-23
-0.6943359375,1.380365031703169e-23
-0.69427490234375,1.2724925787395899e-23
-0.6942138671875,1.2882450042756426e-23
-0.69415283203125,1.9078459215009352e-23
-0.694091796875,2.6519504229085863e-24
-0.69403076171875,-6.738794828884109e-25
-0.6939697265625,2.983012131557099e-24
-0.69390869140625,1.2261765874493573e-23
-0.69384765625,-1.749351818856443e-24
-0.69378662109375,-1.7229693980709503e-23
-0.6937255859375,7.671629086806246e-24
-0.69366455078125,1.662055369230585e-23
-0.693603515625,-4.935195420263661e-24
-0.69354248046875,-4.017435449018154e-24
-0.6934814453125,4.306228737204022e-24
-0.69342041015625,4.9661249167139344e-24
-0.693359375,1.2414536727990001e-23
-0.69329833984375,1.3289677426951956e-23
-0.6932373046875,3.2336242615285148e-24
-0.69317626953125,2.3474945352419048e-24
-0.693115234375,1.053542680877125e-24
-0.69305419921875,-3.640136042232591e-24
-0.6929931640625,3.4378772404811644e-25
-0.69293212890625,-1.702078048833064e-23
-0.69287109375,-2.0567512788632013e-23
-0.69281005859375,8.046231702458555e-24
-0.6927490234375,-6.2986888614446705e-24
-0.69268798828125,-1.8543375517324713e-23
-0.692626953125,-1.1670833936846072e-23
-0.69256591796875,-1.195681049877823e-23
-0.6925048828125,-2.2130089888903294e-23
-0.69244384765625,-8.341248649266137e-24
-0.6923828125,1.467196307395948e-24
-0.69232177734375,-1.433654974005537e-23
-0.6922607421875,-6.549613595549098e-24
-0.69219970703125,-1.5578726730348058e-23
-0.692138671875,-1.4032217650395816e-23
-0.69207763671875,-2.1082837371559363e-23
-0.6920166015625,9.665086120628994e-25
-0.69195556640625,-1.6922058866625137e-24
-0.69189453125,-1.988517199730745e-23
-0.69183349609375,-1.8980048721983904e-23
-0.6917724609375,-1.0170524781140991e-23
-0.69171142578125,-2.5824039054161543e-23
-0.691650390625,-1.971495294531951e-23
-0.69158935546875,1.3225524769858631e-24
-0.6915283203125,-1.699016056723615e-23
-0.69146728515625,-6.2922153592217194e-24
-0.69140625,-1.850838007558078e-23
-0.69134521484375,-2.0447623550646165e-23
-0.6912841796875,-1.3624365445991356e-23
-0.69122314453125,1.4569905183724989e-24
-0.691162109375,-1.3974098758720433e-23
-0.69110107421875,-2.376642265345772e-23
-0.6910400390625,-6.230228963028367e-24
-0.69097900390625,-2.1457212986518247e-23
-0.69091796875,-1.879047693557022e-23
-0.69085693359375,-1.7761829197289607e-24
-0.6907958984375,7.411982643321356e-25
-0.69073486328125,-8.667854572103305e-24
-0.690673828125,-6.201005190604713e-24
-0.69061279296875,-1.3454692061291832e-24
-0.6905517578125,-1.5419204010736125e-23
-0.69049072265625,-1.7408949838228592e-23
-0.6904296875,-2.868740169383405e-24
-0.69036865234375,-1.2735137731997746e-23
-0.6903076171875,-1.425885953721906e-23
-0.69024658203125,-1.047501801737352e-23
-0.690185546875,4.8471646742934355e-25
-0.69012451171875,-1.2770430275520994e-23
-0.6900634765625,-7.836500472712814e-24
-0.69000244140625,-2.7192173036361512e-24
-0.68994140625,-1.5416109473830897e-23
-0.68988037109375,1.6627218368035633e-23
-0.6898193359375,2.13603905178409e-24
-0.68975830078125,5.117090284588482e-24
-0.689697265625,1.518407264417583e-23
-0.68963623046875,1.8178217348535644e-23
-0.6895751953125,6.605903271868691e-24
-0.68951416015625,1.3698510396101986e-23
-0.689453125,-1.6796326011244836e-23
-0.68939208984375,6.716200025443812e-24
-0.6893310546875,-2.6282411113436824e-24
-0.68927001953125,1.782515253949593e-24
-0.689208984375,1.6082094817600946e-23
-0.68914794921875,1.1632309081220435e-23
-0.6890869140625,-3.995653391792495e-24
-0.68902587890625,1.9112490212970532e-23
-0.68896484375,1.51118768787707e-23
-0.68890380859375,1.1231588945767697e-23
-0.6888427734375,9.041140214272062e-24
-0.68878173828125,8.02893408531717e-24
-0.688720703125,1.0152306677815922e-23
-0.68865966796875,9.269991021617627e-24
-0.6885986328125,1.9848565438526123e-23
-0.68853759765625,7.540318364456023e-24
-0.6884765625,9.654750743044924e-24
-0.68841552734375,-3.1413638019758795e-24
-0.6883544921875,1.894105056696561e-23
-0.68829345703125,1.482485678346711e-23
-0.688232421875,1.398317202248305e-23
-0.68817138671875,2.98432286038451e-23
-0.6881103515625,1.0821438940195591e-23
-0.68804931640625,1.6450452481259895e-23
-0.68798828125,2.034303268108371e-23
-0.68792724609375,1.9007532652962032e-23
-0.6878662109375,2.9394992066310716e-23
-0.68780517578125,6.436905950230262e-24
-0.687744140625,1.086192155827535e-23
-0.68768310546875,2.0452879087998415e-23
-0.6876220703125,1.75012747498287e-23
-0.68756103515625,1.1900523492142976e-23
-0.6875,1.3774632808590016e-23
-0.68743896484375,2.41509316413097e-25
-0.6873779296875,1.3760086075948e-23
-0.68731689453125,2.242827335714106e-23
-0.687255859375,1.1735084266074427e-23
-0.68719482421875,1.8249068938129437e-23
-0.6871337890625,1.8471071116660768e-23
-0.68707275390625,2.389175136182452e-23
-0.68701171875,1.2637574576831476e-23
-0.68695068359375,3.276515402098791e-24
-0.6868896484375,5.4939312204060625e-24
-0.68682861328125,6.288588294860719e-24
-0.686767578125,2.1432882510452526e-23
-0.68670654296875,-1.1083800330193384e-23
-0.6866455078125,-1.0278156073258199e-23
-0.68658447265625,-3.1260426661646686e-24
-0.6865234375,1.7937658459384203e-23
-0.68646240234375,-1.2041221479677705e-23
-0.6864013671875,-2.298569541507085e-24
-0.68634033203125,-4.455163093409818e-24
-0.686279296875,-6.402538774883124e-24
-0.68621826171875,1.0737723822420823e-23
-0.6861572265625,6.508934785219733e-24
-0.68609619140625,4.511599581509478e-24
-0.68603515625,5.755180460960085e-24
-0.68597412109375,3.83317700892201e-24
-0.6859130859375,-5.798762803399975e-24
-0.68585205078125,-3.465065184666223e-24
-0.685791015625,-1.0755652026114103e-23
-0.68572998046875,-2.4495469769848307e-24
-0.6856689453125,-1.8730010076646128e-24
-0.68560791015625,-8.694028387623505e-24
-0.685546875,-5.792695601824956e-24
-0.68548583984375,-7.657821673737835e-24
-0.6854248046875,8.243781563089086e-24
-0.68536376953125,-6.1279367438288305e-24
-0.685302734375,-1.6422896268580204e-23
-0.68524169921875,-1.99335314551778e-23
-0.6851806640625,-1.6985419713847992e-23
-0.68511962890625,-4.325303282986309e-24
-0.68505859375,-8.166128860134118e-24
-0.68499755859375,-1.7203095712738057e-23
-0.6849365234375,-7.081415447291251e-24
-0.68487548828125,-1.1313858468583647e-23
-0.684814453125,6.77158893879034e-24
-0.68475341796875,-1.5042489208351346e-23
-0.6846923828125,-2.6309805308065732e-23
-0.68463134765625,-1.8833682092023598e-23
-0.6845703125,-4.677382214793056e-24
-0.68450927734375,-1.3121223788356213e-23
-0.6844482421875,-1.412843613464655e-23
-0.68438720703125,1.811717103276786e-24
-0.684326171875,-1.0185667405536663e-23
-0.68426513671875,-6.014461994703489e-24
-0.6842041015625,-1.9621344374509075e-23
-0.68414306640625,-1.824640237660943e-23
-0.68408203125,-1.1680153425613198e-23
-0.68402099609375,8.630723104277111e-25
-0.6839599609375,-1.5983397475129142e-23
-0.68389892578125,-1.9809133412901258e-23
-0.683837890625,-1.5254236182618758e-23
-0.68377685546875,-1.1882367244673806e-23
-0.6837158203125,-1.0667574379894677e-23
-0.68365478515625,-8.841099226197374e-24
-0.68359375,-1.539882721121437e-23
-0.68353271484375,-9.451392267138726e-24
-0.6834716796875,-4.076334610942966e-24
-0.68341064453125,-1.169566031908988e-23
-0.683349609375,7.144549044887092e-24
-0.68328857421875,-1.1446184545276282e-23
-0.6832275390625,-1.1989940149615772e-23
-0.68316650390625,-8.467719335872472e-24
-0.68310546875,-8.416453945265806e-24
-0.68304443359375,8.034136396444069e-24
-0.6829833984375,-1.270063907705927e-23
-0.68292236328125,1.3173499173182972e-24
-0.682861328125,4.406619756673923e-25
-0.68280029296875,-1.6002380772356984e-23
-0.6827392578125,-1.9284438532089976e-25
-0.68267822265625,-7.788401206032436e-25
-0.6826171875,1.1667069163629974e-23
-0.68255615234375,-6.1843457125259465e-24
-0.6824951171875,-7.599452047433387e-24
-0.68243408203125,2.9946194561285076e-24
-0.682373046875,4.74835181926556e-24
-0.68231201171875,-3.2380336957770866e-24
-0.6822509765625,1.6996080831306032e-23
-0.68218994140625,-3.7961362964415472e-25
-0.68212890625,2.2736830057543683e-23
-0.68206787109375,1.629273384888335e-23
-0.6820068359375,-2.7810665837006194e-26
-0.68194580078125,2.1945517158917213e-23
-0.681884765625,-8.036264713310727e-24
-0.68182373046875,-4.491308719311438e-24
-0.6817626953125,1.1499207726867869e-23
-0.68170166015625,1.3229815291229381e-23
-0.681640625,2.536503463012444e-23
-0.68157958984375,-6.215675273659168e-24
-0.6815185546875,2.4215801962900927e-24
-0.68145751953125,1.0570181315957211e-25
-0.681396484375,1.1607229216078488e-23
-0.68133544921875,1.1664188802462067e-23
-0.6812744140625,8.623824403403716e-24
-0.68121337890625,2.5719953705942527e-23
-0.68115234375,2.036640393964696e-23
-0.68109130859375,1.3560551631311643e-23
-0.6810302734375,1.1450033816624218e-23
-0.68096923828125,-2.8286771425529083e-24
-0.680908203125,1.0858076956318059e-23
-0.68084716796875,4.437084115332954e-24
-0.6807861328125,1.5489065549633027e-23
-0.68072509765625,2.3442977768609414e-23
-0.6806640625,5.4345340092099266e-24
-0.68060302734375,1.5894988603771468e-23
-0.6805419921875,1.7435942824832156e-24
-0.68048095703125,1.5474611205495877e-23
-0.680419921875,5.4312258706587684e-24
-0.68035888671875,1.5998917010899492e-23
-0.6802978515625,3.690772396309523e-24
-0.68023681640625,1.7651258839492716e-23
-0.68017578125,7.433088742444365e-24
-0.68011474609375,1.3651552308888773e-23
-0.6800537109375,9.376765715376333e-24
-0.67999267578125,9.335328318103422e-24
-0.679931640625,1.9187843716966593e-24
-0.67987060546875,-2.838170961670117e-24
-0.6798095703125,1.3881620720514778e-23
-0.67974853515625,8.976070433904227e-24
-0.6796875,9.182959148265466e-24
-0.67962646484375,2.6681043016303014e-24
-0.6795654296875,6.79936811228055e-24
-0.67950439453125,6.068772555808846e-24
-0.679443359375,1.511284311725037e-24
-0.67938232421875,-2.4703735035710586e-24
-0.6793212890625,-2.3967314386053018e-24
-0.67926025390625,1.0448809367466099e-23
-0.67919921875,-1.230334317349184e-23
-0.67913818359375,6.3100941175554756e-24
-0.6790771484375,-5.851148083865275e-24
-0.67901611328125,1.2578176117158799e-23
-0.678955078125,1.3210563756763686e-23
-0.67889404296875,-4.762793229588735e-24
-0.6788330078125,8.647975664901062e-24
-0.67877197265625,-1.0138197439748006e-23
-0.6787109375,-1.128669093764812e-24
-0.67864990234375,1.148645692865848e-23
-0.6785888671875,-5.6449655860410515e-24
-0.67852783203125,-1.3289883100390957e-24
-0.678466796875,-7.899264795115212e-24
-0.67840576171875,1.3462944868655664e-24
-0.6783447265625,1.3951137068710814e-23
-0.67828369140625,-3.556204047792852e-24
-0.67822265625,-2.032439931460066e-24
-0.67816162109375,-3.628607691822049e-25
-0.6781005859375,-1.9438472227298235e-23
-0.67803955078125,-5.723276960937829e-27
-0.677978515625,-1.9486785513086452e-23
-0.67791748046875,-1.0413982130588775e-23
-0.6778564453125,-1.1913473759630992e-23
-0.67779541015625,-8.849215849775524e-24
-0.677734375,-2.9429175394074433e-23
-0.67767333984375,-1.5479095629098575e-23
